1,0.1,0.3,10.5,,,,,1,-4.1,0.8,0.9,4.2
1,0.1,0.3,10.5,,,,,2,-7,-2,-3.1,7.9
1,0.1,0.3,10.3,,,,,3,-5.4,3.5,-2.1,6.8
0.9,0.1,0.3,9.6,,,,,4,-5.4,-13.4,7.3,16.2
1,0.1,0.3,10.9,,,,,5,0.3,8.7,0.8,8.7
0.9,0.1,0.3,9.7,,,,,6,-7.5,-14.5,7.5,18
0.9,0.1,0.3,10,,,,,7,-3.2,-8.1,4.2,9.6
1,0,0.3,10.8,,,,,8,2.1,-7.1,9.7,12.2
1.1,0,0.2,10.8,,,,,9,-0.8,7.1,2.2,7.5
1,0.1,0.2,10.1,,,,,10,-3.2,5,2.8,6.6
1,0.1,0.3,10.4,,,,,11,3,30.1,-9.2,31.6
0.9,0.1,0.4,10,,,,,12,-4.1,55.5,-5,55.8
0.9,0.1,0.5,10.5,,,,,13,-3.9,32.8,-24.4,41
0.9,0.1,0.6,10.8,,,,,14,-3.2,19,-27,33.2
0.8,0.2,0.5,9.8,,,,,15,-1.9,-1.2,-12.6,12.8
0.8,0.1,0.5,9.7,,,,,16,-0.4,60.3,-8.4,60.9
0.8,0.2,0.7,10.8,,,,,17,3.7,69.1,-3,69.2
0.8,0.2,0.9,12.1,,,,,18,19.2,96,-4.7,98.1
0.6,0.3,1.2,13.3,,,,,19,54.7,148.6,-6,158.5
0.7,0.2,0.7,9.8,,,,,20,103,4.8,37,109.6
0.9,0.7,0.3,11.5,,,,,21,48.1,-160.9,16.8,168.8
0.5,0.6,0.3,8.3,,,,,22,11,-121.9,-15.9,123.4
0.6,0.5,0.4,8.2,,,,,23,-64.5,-115.1,-20,133.5
0.7,0.2,0.7,9.9,,,,,24,-57,89.8,-24.1,109
0.7,0.4,0.6,10.2,,,,,25,-44.3,-23.6,-58.7,77.3
0.7,0.7,0.7,12.3,,,,,26,-60.9,53.4,-95.4,125.2
0.2,0.1,1.2,11.8,,,,,27,-32.3,77.7,-163.5,183.9
0.1,-0.1,0.7,7.3,,,,,28,52.3,-131.2,-6.7,141.3
0.3,0.3,1,11.3,,,,,29,5,120.2,19.3,121.9
0.5,0.7,0.7,10.4,,,,,30,9.5,-162.7,-0.7,163
0.5,0.6,0.4,8.6,,,,,31,20.7,-97.6,45.7,109.8
0.7,0.4,0.5,9.2,,,,,32,-47.7,43.2,49.6,81.2
0.7,0.2,0.6,9.7,,,,,33,-61.4,87.2,27,110
0.3,0.3,0.8,9.1,,,,,34,-26,-52.6,-8.2,59.3
0.6,0.3,1.1,12.7,,,,,35,-18,-46,32.9,59.4
0.5,0.3,0.7,8.9,,,,,36,11.6,-99.2,37.7,106.7
0.8,0.2,0.5,9.4,,,,,37,-6,-72.3,47.9,86.9
1,0.1,0.5,11.3,,,,,38,-10.2,-77.4,53.3,94.6
1.2,-0.1,0.3,12.1,,,,,39,7.2,-92.4,14.1,93.7
0.9,0,0.2,9.3,,,,,40,13,-35.2,1.4,37.5
1.1,0,0.1,10.7,,,,,41,7.3,-61.7,12.2,63.3
1.1,0,0,10.8,,,,,42,8.5,-44.1,-1.9,45
1,0,-0.1,10.5,,,,,43,2.9,-7.6,0.8,8.2
1.1,0,-0.1,10.6,,,,,44,-0.3,-3.1,-0.1,3.1
1,0,-0.1,10.4,,,,,45,0.1,2.5,0.5,2.5
1,0,-0.1,10.4,,,,,46,0.8,3.7,0.6,3.8
1,0,0,10.4,,,,,47,-0.8,-0.7,-0.6,1.2
1,0,-0.1,10.5,,,,,48,-2.3,-2.5,0.7,3.5
1,0,-0.1,10.4,,,,,49,-2.4,-2.1,0.1,3.2
1,0,-0.1,10.4,,,,,50,-0.8,0.4,0.4,1
1,0,-0.1,10.4,,,,,51,-1.3,0.2,0.3,1.4
1,0,-0.1,10.5,,,,,52,-1.8,-0.7,0,1.9
1,0,-0.1,10.4,,,,,53,-1.6,0.1,0.3,1.6
1,0,0,10.5,,,,,54,-1.2,0,0.3,1.2
1,0,-0.1,10.4,,,,,55,-1.8,0.2,0.3,1.9
1,0,-0.1,10.4,,,,,56,-1.6,0.1,0.4,1.7
1,0,-0.1,10.4,,,,,57,-2,0.1,0.3,2
1,0,-0.1,10.4,,,,,58,-1.3,-0.6,0.1,1.4
1,0,-0.1,10.4,,,,,59,-1.2,0.1,0.3,1.2
1,0,-0.1,10.4,,,,,60,-1.2,-0.1,0.1,1.2
1,0,-0.1,10.4,,,,,61,-1.5,0.3,0.2,1.5
1,0,0,10.4,,,,,62,-1.4,0.5,0.4,1.5
1,0,-0.1,10.4,,,,,63,-1.3,-0.1,0.2,1.3
1,0,-0.1,10.4,,,,,64,-1.6,0,-0.1,1.6
1,0,-0.1,10.5,,,,,65,-1.4,-1.4,0.5,2.1
1,0,-0.1,10.3,,,,,66,-1.3,-0.1,0.3,1.3
1,0,-0.1,10.4,,,,,67,-1.1,-0.3,0.2,1.2
1,0,-0.1,10.4,,,,,68,-0.9,-0.3,0.3,1
1,0,-0.1,10.4,,,,,69,-1.1,0.1,0.4,1.2
1,0,-0.1,10.4,,,,,70,-1,0.1,0.3,1.1
1,0,-0.1,10.4,,,,,71,-1.1,0.7,0.2,1.3
1,0,-0.1,10.4,,,,,72,-1.5,0.6,0.3,1.7
1,0,-0.1,10.4,,,,,73,-1.4,0.5,0,1.4
1,0,-0.1,10.4,,,,,74,-1.5,0.5,0.1,1.6
1,0,-0.1,10.5,,,,,75,-1.3,0.4,0.3,1.4
1,0,-0.1,10.5,,,,,76,-1.1,0.6,0.3,1.3
1,0,-0.1,10.4,,,,,77,-1.7,0.8,0,1.9
1,0,-0.1,10.4,,,,,78,-1.4,0.7,0.1,1.6
1,0,-0.1,10.4,,,,,79,-1.2,0.5,0.2,1.3
1,0,-0.1,10.4,,,,,80,-1.6,0.1,0.3,1.6
1,0,-0.1,10.4,,,,,81,-1.4,0.1,0.2,1.4
1,0,-0.1,10.4,,,,,82,-1.9,0.1,0.1,1.9
1,0,-0.1,10.5,,,,,83,-1.5,0.3,0.2,1.5
1,0,-0.1,10.4,,,,,84,-1.4,0.2,0,1.4
1,0,-0.1,10.4,,,,,85,-1.3,0.2,0,1.3
1,0,-0.1,10.4,,,,,86,-1.5,0.2,0.3,1.5
1.1,0,-0.1,10.5,,,,,87,-2.4,6.5,-0.8,7
1,0,0,10.3,,,,,88,-5.7,18.7,-3.4,19.9
1,0,0,10.1,,,,,89,-1.4,-1.8,1.5,2.7
1,0,0,10.5,,,,,90,0.4,-8.7,1.1,8.7
1,0,0,10.4,,,,,91,-0.6,-3.8,1,4
1,0,0,10.4,,,,,92,-0.7,-2.4,0.6,2.6
1,0,0,10.4,,,,,93,-1.2,-0.5,0.3,1.3
1,0,0,10.4,,,,,94,-1.5,0.6,0.1,1.6
1,0,0,10.5,,,,,95,-1.4,0.6,0.3,1.5
1,0,0,10.4,,,,,96,-1.5,-0.5,0.3,1.6
1,0,0,10.4,,,,,97,-1.6,-0.2,0,1.7
1,0,0,10.4,,,,,98,-1.4,-0.2,0.2,1.5
1.1,0,0,11.1,,,,,99,-0.4,-6.5,-9.9,11.9
1.3,0,-0.1,13,,,,,100,4.4,28.1,-60,66.4
1.2,0.1,-0.1,12.1,,,,,101,-7.4,22.9,-103.1,105.9
1,0.3,0,10.5,,,,,102,-25.2,37.6,-135.2,142.6
0.8,0.5,0.1,9.8,,,,,103,-51.3,30.1,-152.5,163.6
0.5,0.6,0.3,8.5,,,,,104,-70.9,35.5,-151.4,170.9
0.3,0.6,0.4,7.9,,,,,105,-78.8,20.1,-134.5,157.2
0.1,0.7,0.4,8.2,,,,,106,-74.8,-28.2,-114.8,139.9
0,0.8,0.6,9.7,,,,,107,-58.9,-49.4,-113.6,137.2
-0.2,0.6,0.8,9.7,,,,,108,-58.1,-52,-105.8,131.4
-0.2,0.5,0.8,10.1,,,,,109,-31.1,-49.1,-69.7,90.8
-0.5,0.7,1.1,13.3,,,,,110,17.9,81.6,-6.7,83.8
-0.2,0.7,0.6,9,,,,,111,13.4,49.4,5.2,51.4
-0.2,0.7,0.7,10,,,,,112,-1.5,29.3,-5.5,29.8
-0.3,0.6,0.7,9.7,,,,,113,1.5,19.7,-8,21.3
-0.4,0.6,0.7,10,,,,,114,-1.4,9.2,-1.2,9.3
-0.3,0.6,0.7,9.7,,,,,115,-1.4,0.1,-0.1,1.4
-0.3,0.6,0.7,9.6,,,,,116,-1.6,0.8,-0.4,1.9
-0.3,0.6,0.7,9.7,,,,,117,-1.3,1.3,-0.8,2
-0.4,0.6,0.7,9.8,,,,,118,-1.5,1.4,-0.6,2.1
-0.4,0.6,0.7,9.7,,,,,119,-1.3,1.2,0.4,1.8
-0.3,0.6,0.7,9.7,,,,,120,-0.8,1.3,-0.1,1.5
-0.4,0.6,0.6,9.6,,,,,121,-1.4,1.9,-0.3,2.4
-0.4,0.6,0.6,9.6,,,,,122,-2,-1.5,0.2,2.5
-0.3,0.6,0.7,9.6,,,,,123,-1.2,0.7,-0.2,1.4
-0.4,0.6,0.7,9.7,,,,,124,-1.1,0.5,0.1,1.2
-0.3,0.6,0.6,9.6,,,,,125,-1.3,-0.3,0.2,1.4
-0.3,0.6,0.6,9.6,,,,,126,-1.2,0.2,-0.1,1.2
-0.3,0.6,0.6,9.6,,,,,127,-1.1,-0.4,0.2,1.2
-0.4,0.6,0.6,9.6,,,,,128,-0.5,0.5,-0.4,0.8
-0.4,0.6,0.6,9.7,,,,,129,-1.5,0.6,0.2,1.6
-0.3,0.6,0.7,9.7,,,,,130,-1.2,-0.4,0.1,1.3
-0.4,0.6,0.7,9.7,,,,,131,-1.2,1.7,-0.3,2
-0.4,0.6,0.6,9.7,,,,,132,-1.6,-0.3,0,1.6
-0.4,0.6,0.7,9.7,,,,,133,-1.4,0,0.1,1.4
-0.4,0.6,0.7,9.9,,,,,134,-1.3,-0.3,0.5,1.4
-0.4,0.6,0.7,9.8,,,,,135,-1.7,-0.6,0.2,1.8
-0.4,0.6,0.7,9.7,,,,,136,-1.5,0.8,0.1,1.7
-0.4,0.6,0.7,9.7,,,,,137,-1.5,-0.2,0.1,1.5
-0.4,0.6,0.6,9.6,,,,,138,-1.2,0,0.1,1.2
-0.4,0.6,0.7,9.7,,,,,139,-1.8,0.7,-0.1,1.9
-0.4,0.6,0.6,9.7,,,,,140,-1.7,-0.2,0.2,1.7
-0.4,0.6,0.6,9.6,,,,,141,-1.6,0.2,-0.1,1.6
-0.4,0.6,0.7,9.7,,,,,142,-1.3,0.3,-0.1,1.4
-0.4,0.6,0.6,9.7,,,,,143,-1.2,-0.6,-0.2,1.4
-0.4,0.6,0.7,9.8,,,,,144,-2,1.1,0.2,2.2
-0.4,0.6,0.7,9.7,,,,,145,-1.5,-0.3,0.2,1.6
-0.4,0.6,0.7,9.7,,,,,146,-1.5,0.1,0.3,1.5
-0.4,0.6,0.7,9.7,,,,,147,-1.6,0.4,0.1,1.6
-0.4,0.6,0.6,9.6,,,,,148,-1.7,0.1,-0.1,1.7
-0.4,0.6,0.7,9.7,,,,,149,-1.4,0.4,0.1,1.5
-0.4,0.6,0.6,9.6,,,,,150,-1.8,0.3,0.1,1.8
-0.4,0.6,0.6,9.6,,,,,151,-1.8,0.4,0,1.9
-0.3,0.6,0.7,9.6,,,,,152,-1.1,0.5,0,1.2
-0.4,0.6,0.6,9.7,,,,,153,-1.8,0.6,0.4,1.9
-0.4,0.6,0.6,9.6,,,,,154,-1.5,-0.2,0,1.6
-0.4,0.6,0.7,9.7,,,,,155,-1.5,0.8,0.2,1.7
-0.4,0.6,0.6,9.7,,,,,156,-1.5,-0.1,0.3,1.5
-0.4,0.6,0.7,9.7,,,,,157,-1.5,-0.3,0.3,1.5
-0.4,0.6,0.6,9.7,,,,,158,-1.4,0,0,1.4
-0.4,0.6,0.7,9.7,,,,,159,-1.3,-0.3,0.1,1.3
-0.4,0.6,0.6,9.7,,,,,160,-1.5,-0.8,0.3,1.8
-0.3,0.6,0.6,9.6,,,,,161,-0.8,0.4,-0.2,0.9
-0.4,0.6,0.6,9.6,,,,,162,-1.4,-0.4,0.5,1.6
-0.3,0.6,0.7,9.7,,,,,163,-1.4,-0.8,0.2,1.6
-0.4,0.6,0.6,9.7,,,,,164,-0.7,0.5,-0.2,0.9
-0.4,0.6,0.7,9.7,,,,,165,-1.4,-0.3,0.3,1.5
-0.4,0.6,0.7,9.7,,,,,166,-0.9,1.3,-0.1,1.6
-0.4,0.6,0.6,9.7,,,,,167,-0.7,1.8,-0.3,1.9
-0.4,0.6,0.7,9.9,,,,,168,-1.7,-1.1,0.8,2.2
-0.4,0.6,0.7,9.8,,,,,169,-1.1,-0.3,-0.1,1.1
-0.3,0.6,0.7,9.6,,,,,170,1.2,11.2,-1.9,11.5
-0.4,0.6,0.6,9.7,,,,,171,1.9,14.6,-2,14.9
-0.4,0.6,0.6,9.8,,,,,172,4.2,23.1,-2.5,23.6
-0.3,0.6,0.7,9.9,,,,,173,25.9,87,-6.4,91
-0.5,0.6,0.6,10.1,,,,,174,73.2,106.5,-5.7,129.3
-0.5,0.7,0.2,9,,,,,175,100.6,47.3,2.4,111.2
-0.6,0.7,-0.2,9,,,,,176,73.9,-52.5,-33.1,96.5
-0.5,0.5,0,7.1,,,,,177,99.1,118.5,-66.7,168.2
-0.8,0.7,-0.5,11.2,,,,,178,64.2,79.1,-49.9,113.4
-0.7,0.4,-0.6,9.6,,,,,179,67.6,155.7,-49.4,176.8
-0.5,0.3,-0.8,9.7,,,,,180,53,90.8,-37.4,111.6
-0.5,0,-0.9,10.2,,,,,181,30.9,48,-19.7,60.4
-0.6,0.1,-1,12,,,,,182,39.5,-13.4,-7.2,42.3
-0.6,0.1,-0.9,10.8,,,,,183,-8.6,-40.2,25.4,48.3
-0.5,0.2,-0.8,9.7,,,,,184,10.2,-1.6,30.8,32.5
-0.4,0.2,-0.8,9.4,,,,,185,24.9,18.6,20.7,37.4
-0.5,0.1,-0.9,10.4,,,,,186,34.2,16.8,23.2,44.7
-0.4,0.1,-0.9,9.6,,,,,187,4.7,-16.2,20.1,26.2
-0.4,0.1,-1,10.6,,,,,188,14.4,38.1,20.4,45.6
-0.4,0.1,-0.9,9.7,,,,,189,13.4,12.3,20.1,27.1
-0.3,0.1,-1,10.5,,,,,190,14.7,23.5,23.8,36.6
-0.3,0.1,-1,10,,,,,191,11.8,13.8,22.5,28.9
-0.2,0.1,-1,10.3,,,,,192,12,11.3,20,25.9
-0.3,0.1,-1,10.8,,,,,193,25.3,1,17.3,30.7
-0.2,0,-1.1,10.9,,,,,194,3.7,-7.6,21.6,23.2
-0.2,0,-0.9,9.8,,,,,195,5,5.3,17.7,19.1
-0.2,0,-1.1,10.7,,,,,196,4.7,21.9,10.6,24.8
-0.2,0,-1,9.8,,,,,197,1.6,-3.2,5.5,6.6
-0.2,0,-1,10.5,,,,,198,1.6,5.6,3.6,6.8
-0.2,0,-1,10.4,,,,,199,-0.4,2.4,1.1,2.7
-0.2,0,-1,10.3,,,,,200,-0.6,-0.3,0.5,0.8
-0.2,0,-1,10.4,,,,,201,-0.7,1.3,1.4,2
-0.2,0,-1,10.4,,,,,202,-0.8,0.8,0.8,1.4
-0.2,0,-1,10.2,,,,,203,-0.7,0.9,0.9,1.5
-0.2,0,-1,10.4,,,,,204,-0.6,-1.1,1.4,1.9
-0.2,0,-1,10.4,,,,,205,-0.2,0,1.4,1.5
-0.2,0,-1,10.3,,,,,206,1.8,6.7,2.4,7.3
-0.2,0,-1,10.5,,,,,207,-1.1,0,1,1.5
-0.2,0,-1,10.4,,,,,208,-0.8,1,0.4,1.4
-0.2,0,-1,10.3,,,,,209,-1.1,2,1,2.5
-0.2,0,-1,10.5,,,,,210,-0.9,0.8,0.8,1.5
-0.2,0,-1,10.5,,,,,211,-0.5,0.9,0.6,1.2
